Elapsed time,ECG,Abdomen_1,Abdomen_2,Abdomen_3,Abdomen_4,Abdomen_5
'0:05.957',0.185,-0.045,-0.015,0.016,0.051,0.1
'0:05.958',0.176,-0.045,-0.019,0.008,0.039,0.081
'0:05.959',0.171,-0.043,-0.022,0.001,0.026,0.063
'0:05.960',0.167,-0.042,-0.024,-0.005,0.016,0.045
'0:05.961',0.161,-0.041,-0.026,-0.009,0.009,0.03
'0:05.962',0.158,-0.043,-0.028,-0.012,0.004,0.019
'0:05.963',0.154,-0.045,-0.03,-0.014,0.002,0.013
'0:05.964',0.148,-0.046,-0.031,-0.013,0.003,0.012
'0:05.965',0.137,-0.047,-0.031,-0.01,0.008,0.015
'0:05.966',0.126,-0.048,-0.027,-0.005,0.014,0.022
'0:05.967',0.121,-0.049,-0.024,0.001,0.022,0.032
'0:05.968',0.117,-0.05,-0.021,0.006,0.029,0.043
'0:05.969',0.109,-0.051,-0.018,0.01,0.035,0.054
'0:05.970',0.1,-0.053,-0.016,0.011,0.039,0.063
'0:05.971',0.094,-0.052,-0.015,0.011,0.041,0.068
'0:05.972',0.087,-0.051,-0.013,0.011,0.039,0.069
'0:05.973',0.078,-0.048,-0.013,0.009,0.036,0.068
'0:05.974',0.067,-0.046,-0.015,0.006,0.031,0.061
'0:05.975',0.063,-0.045,-0.017,0.001,0.023,0.052
'0:05.976',0.065,-0.044,-0.022,-0.006,0.013,0.038
'0:05.977',0.057,-0.044,-0.027,-0.012,0.001,0.022
'0:05.978',0.044,-0.042,-0.031,-0.019,-0.011,0.005
'0:05.979',0.038,-0.041,-0.036,-0.025,-0.022,-0.015
'0:05.980',0.034,-0.038,-0.038,-0.03,-0.032,-0.031
'0:05.981',0.027,-0.036,-0.04,-0.035,-0.041,-0.046
'0:05.982',0.021,-0.036,-0.042,-0.038,-0.048,-0.057
'0:05.983',0.016,-0.037,-0.044,-0.041,-0.052,-0.065
'0:05.984',0.011,-0.039,-0.045,-0.043,-0.054,-0.069
'0:05.985',0.007,-0.04,-0.044,-0.042,-0.053,-0.069
'0:05.986',0.005,-0.04,-0.041,-0.038,-0.047,-0.065
'0:05.987',0.002,-0.04,-0.037,-0.033,-0.04,-0.057
'0:05.988',0.001,-0.041,-0.032,-0.027,-0.031,-0.046
'0:05.989',-0.005,-0.042,-0.029,-0.021,-0.022,-0.034
'0:05.990',-0.018,-0.042,-0.026,-0.017,-0.014,-0.023
'0:05.991',-0.031,-0.043,-0.024,-0.014,-0.009,-0.014
'0:05.992',-0.04,-0.042,-0.022,-0.011,-0.005,-0.006
'0:05.993',-0.046,-0.04,-0.021,-0.011,-0.005,-0.004
'0:05.994',-0.053,-0.038,-0.022,-0.012,-0.008,-0.005
'0:05.995',-0.055,-0.037,-0.025,-0.016,-0.014,-0.012
'0:05.996',-0.053,-0.037,-0.029,-0.024,-0.024,-0.023
'0:05.997',-0.054,-0.038,-0.036,-0.033,-0.036,-0.038
'0:05.998',-0.058,-0.038,-0.041,-0.04,-0.048,-0.055
'0:05.999',-0.059,-0.039,-0.046,-0.048,-0.058,-0.071
'0:06.000',-0.061,-0.04,-0.05,-0.053,-0.067,-0.085
'0:06.001',-0.066,-0.041,-0.053,-0.058,-0.074,-0.096
'0:06.002',-0.067,-0.043,-0.057,-0.06,-0.077,-0.105
'0:06.003',-0.07,-0.046,-0.059,-0.062,-0.08,-0.111
'0:06.004',-0.071,-0.047,-0.06,-0.063,-0.08,-0.112
'0:06.005',-0.072,-0.048,-0.059,-0.06,-0.077,-0.11
'0:06.006',-0.083,-0.048,-0.056,-0.057,-0.071,-0.103
'0:06.007',-0.088,-0.048,-0.052,-0.053,-0.064,-0.092
'0:06.008',-0.087,-0.049,-0.049,-0.048,-0.056,-0.08
'0:06.009',-0.092,-0.05,-0.047,-0.042,-0.048,-0.066
'0:06.010',-0.093,-0.051,-0.043,-0.039,-0.041,-0.054
'0:06.011',-0.085,-0.051,-0.041,-0.034,-0.035,-0.044
'0:06.012',-0.08,-0.05,-0.038,-0.032,-0.031,-0.038
'0:06.013',-0.082,-0.047,-0.036,-0.031,-0.029,-0.034
'0:06.014',-0.085,-0.045,-0.036,-0.032,-0.029,-0.033
'0:06.015',-0.085,-0.042,-0.036,-0.034,-0.032,-0.036
'0:06.016',-0.092,-0.04,-0.038,-0.038,-0.039,-0.043
'0:06.017',-0.105,-0.037,-0.041,-0.042,-0.046,-0.053
'0:06.018',-0.11,-0.034,-0.043,-0.047,-0.055,-0.065
'0:06.019',-0.107,-0.031,-0.046,-0.051,-0.062,-0.076
'0:06.020',-0.111,-0.028,-0.046,-0.053,-0.07,-0.088
'0:06.021',-0.116,-0.026,-0.047,-0.054,-0.074,-0.098
'0:06.022',-0.117,-0.026,-0.048,-0.054,-0.076,-0.104
'0:06.023',-0.119,-0.028,-0.049,-0.054,-0.076,-0.107
'0:06.024',-0.117,-0.029,-0.046,-0.051,-0.072,-0.105
'0:06.025',-0.112,-0.029,-0.041,-0.045,-0.065,-0.1
'0:06.026',-0.11,-0.028,-0.034,-0.037,-0.054,-0.089
'0:06.027',-0.11,-0.026,-0.026,-0.028,-0.042,-0.074
'0:06.028',-0.11,-0.024,-0.019,-0.019,-0.028,-0.057
'0:06.029',-0.113,-0.023,-0.011,-0.01,-0.016,-0.039
'0:06.030',-0.119,-0.023,-0.006,-0.003,-0.005,-0.024
'0:06.031',-0.123,-0.022,-0.001,0.003,0.002,-0.012
'0:06.032',-0.123,-0.021,0.001,0.007,0.006,-0.005
'0:06.033',-0.122,-0.019,0.002,0.008,0.007,-0.002
'0:06.034',-0.126,-0.018,0.001,0.005,0.003,-0.005
'0:06.035',-0.128,-0.019,-0.003,-0.001,-0.004,-0.012
'0:06.036',-0.127,-0.021,-0.01,-0.01,-0.015,-0.024
'0:06.037',-0.126,-0.023,-0.017,-0.019,-0.028,-0.04
'0:06.038',-0.127,-0.026,-0.026,-0.032,-0.043,-0.059
'0:06.039',-0.13,-0.029,-0.037,-0.046,-0.06,-0.08
'0:06.040',-0.134,-0.035,-0.049,-0.06,-0.077,-0.1
'0:06.041',-0.132,-0.041,-0.063,-0.076,-0.094,-0.12
'0:06.042',-0.133,-0.05,-0.078,-0.091,-0.11,-0.136
'0:06.043',-0.141,-0.061,-0.093,-0.105,-0.124,-0.149
'0:06.044',-0.152,-0.072,-0.108,-0.119,-0.135,-0.158
'0:06.045',-0.166,-0.083,-0.121,-0.13,-0.143,-0.162
'0:06.046',-0.178,-0.093,-0.133,-0.139,-0.147,-0.163
'0:06.047',-0.185,-0.102,-0.142,-0.144,-0.149,-0.16
'0:06.048',-0.182,-0.111,-0.15,-0.149,-0.146,-0.153
'0:06.049',-0.181,-0.118,-0.155,-0.149,-0.142,-0.142
'0:06.050',-0.18,-0.123,-0.157,-0.145,-0.133,-0.13
'0:06.051',-0.176,-0.123,-0.154,-0.137,-0.121,-0.115
'0:06.052',-0.171,-0.119,-0.146,-0.125,-0.107,-0.099
'0:06.053',-0.17,-0.112,-0.135,-0.111,-0.092,-0.084
'0:06.054',-0.172,-0.101,-0.122,-0.097,-0.079,-0.072
'0:06.055',-0.172,-0.09,-0.11,-0.084,-0.069,-0.063
'0:06.056',-0.165,-0.076,-0.099,-0.074,-0.062,-0.059
'0:06.057',-0.161,-0.065,-0.089,-0.066,-0.06,-0.063
'0:06.058',-0.161,-0.054,-0.081,-0.062,-0.061,-0.069
'0:06.059',-0.157,-0.044,-0.073,-0.057,-0.063,-0.078
'0:06.060',-0.156,-0.035,-0.067,-0.054,-0.064,-0.088
'0:06.061',-0.164,-0.028,-0.059,-0.051,-0.066,-0.096
'0:06.062',-0.168,-0.021,-0.053,-0.048,-0.066,-0.1
'0:06.063',-0.166,-0.016,-0.046,-0.044,-0.063,-0.101
'0:06.064',-0.16,-0.011,-0.039,-0.04,-0.058,-0.098
'0:06.065',-0.155,-0.006,-0.031,-0.034,-0.051,-0.091
'0:06.066',-0.155,-0.001,-0.023,-0.026,-0.042,-0.08
'0:06.067',-0.142,0.004,-0.016,-0.019,-0.032,-0.068
'0:06.068',-0.133,0.006,-0.01,-0.012,-0.02,-0.052
'0:06.069',-0.139,0.006,-0.006,-0.006,-0.011,-0.039
'0:06.070',-0.15,0.004,-0.004,-0.003,-0.005,-0.027
'0:06.071',-0.157,-0.001,-0.002,-0.001,-0.001,-0.017
'0:06.072',-0.159,-0.005,-0.003,-0.002,0.001,-0.011
'0:06.073',-0.156,-0.01,-0.005,-0.004,0,-0.01
'0:06.074',-0.16,-0.017,-0.01,-0.01,-0.006,-0.012
'0:06.075',-0.166,-0.024,-0.016,-0.017,-0.016,-0.021
'0:06.076',-0.163,-0.03,-0.025,-0.028,-0.029,-0.032
'0:06.077',-0.158,-0.036,-0.034,-0.039,-0.043,-0.048
'0:06.078',-0.157,-0.041,-0.041,-0.048,-0.058,-0.066
'0:06.079',-0.16,-0.042,-0.047,-0.056,-0.07,-0.083
'0:06.080',-0.167,-0.044,-0.049,-0.061,-0.078,-0.097
'0:06.081',-0.166,-0.044,-0.051,-0.065,-0.084,-0.108
'0:06.082',-0.161,-0.045,-0.051,-0.067,-0.087,-0.115
'0:06.083',-0.159,-0.046,-0.051,-0.068,-0.087,-0.117
'0:06.084',-0.154,-0.046,-0.049,-0.066,-0.085,-0.115
'0:06.085',-0.15,-0.046,-0.047,-0.064,-0.08,-0.108
'0:06.086',-0.15,-0.046,-0.043,-0.058,-0.071,-0.098
'0:06.087',-0.145,-0.046,-0.039,-0.052,-0.06,-0.084
'0:06.088',-0.141,-0.046,-0.036,-0.045,-0.048,-0.068
'0:06.089',-0.142,-0.047,-0.034,-0.039,-0.038,-0.052
'0:06.090',-0.142,-0.049,-0.032,-0.034,-0.028,-0.036
'0:06.091',-0.137,-0.05,-0.031,-0.03,-0.021,-0.022
'0:06.092',-0.138,-0.049,-0.029,-0.026,-0.016,-0.013
'0:06.093',-0.148,-0.046,-0.027,-0.024,-0.013,-0.007
'0:06.094',-0.16,-0.043,-0.026,-0.023,-0.014,-0.006
'0:06.095',-0.16,-0.041,-0.026,-0.026,-0.019,-0.01
'0:06.096',-0.155,-0.039,-0.027,-0.031,-0.026,-0.02
'0:06.097',-0.153,-0.037,-0.031,-0.037,-0.038,-0.034
'0:06.098',-0.155,-0.036,-0.036,-0.045,-0.048,-0.05
'0:06.099',-0.151,-0.035,-0.041,-0.051,-0.059,-0.065
'0:06.100',-0.146,-0.035,-0.045,-0.056,-0.066,-0.079
'0:06.101',-0.146,-0.035,-0.048,-0.06,-0.073,-0.09
'0:06.102',-0.146,-0.035,-0.051,-0.062,-0.076,-0.097
'0:06.103',-0.147,-0.036,-0.051,-0.061,-0.077,-0.1
'0:06.104',-0.147,-0.038,-0.051,-0.06,-0.075,-0.1
'0:06.105',-0.148,-0.039,-0.049,-0.056,-0.071,-0.095
'0:06.106',-0.148,-0.04,-0.046,-0.051,-0.062,-0.086
'0:06.107',-0.146,-0.041,-0.041,-0.045,-0.052,-0.074
'0:06.108',-0.141,-0.043,-0.037,-0.037,-0.042,-0.059
'0:06.109',-0.142,-0.045,-0.034,-0.031,-0.032,-0.046
'0:06.110',-0.142,-0.046,-0.032,-0.028,-0.025,-0.032
'0:06.111',-0.143,-0.048,-0.03,-0.025,-0.02,-0.021
'0:06.112',-0.145,-0.047,-0.029,-0.023,-0.016,-0.014
'0:06.113',-0.143,-0.046,-0.027,-0.021,-0.015,-0.011
'0:06.114',-0.145,-0.042,-0.027,-0.022,-0.016,-0.011
'0:06.115',-0.147,-0.04,-0.029,-0.023,-0.021,-0.016
'0:06.116',-0.149,-0.036,-0.031,-0.028,-0.028,-0.025
'0:06.117',-0.151,-0.034,-0.034,-0.033,-0.036,-0.038
'0:06.118',-0.16,-0.031,-0.037,-0.038,-0.045,-0.054
'0:06.119',-0.16,-0.028,-0.039,-0.042,-0.054,-0.068
'0:06.120',-0.156,-0.025,-0.039,-0.045,-0.061,-0.08
'0:06.121',-0.153,-0.024,-0.041,-0.048,-0.066,-0.09
'0:06.122',-0.153,-0.024,-0.041,-0.05,-0.068,-0.096
'0:06.123',-0.156,-0.026,-0.041,-0.05,-0.068,-0.098
'0:06.124',-0.159,-0.026,-0.04,-0.048,-0.064,-0.095
'0:06.125',-0.16,-0.027,-0.038,-0.045,-0.058,-0.09
'0:06.126',-0.163,-0.027,-0.034,-0.039,-0.05,-0.08
'0:06.127',-0.166,-0.026,-0.03,-0.033,-0.039,-0.066
'0:06.128',-0.169,-0.026,-0.026,-0.027,-0.029,-0.052
'0:06.129',-0.169,-0.028,-0.023,-0.021,-0.019,-0.036
'0:06.130',-0.167,-0.029,-0.021,-0.017,-0.011,-0.023
'0:06.131',-0.161,-0.03,-0.02,-0.015,-0.006,-0.013
'0:06.132',-0.152,-0.031,-0.02,-0.013,-0.004,-0.006
'0:06.133',-0.146,-0.029,-0.02,-0.012,-0.005,-0.004
'0:06.134',-0.146,-0.027,-0.021,-0.015,-0.008,-0.006
'0:06.135',-0.142,-0.026,-0.023,-0.019,-0.012,-0.012
'0:06.136',-0.137,-0.024,-0.026,-0.025,-0.02,-0.022
'0:06.137',-0.133,-0.022,-0.029,-0.031,-0.03,-0.035
'0:06.138',-0.133,-0.019,-0.031,-0.037,-0.039,-0.049
'0:06.139',-0.13,-0.016,-0.033,-0.042,-0.048,-0.064
'0:06.140',-0.13,-0.013,-0.033,-0.046,-0.055,-0.075
'0:06.141',-0.132,-0.011,-0.034,-0.048,-0.061,-0.086
'0:06.142',-0.131,-0.011,-0.034,-0.05,-0.064,-0.092
'0:06.143',-0.13,-0.013,-0.034,-0.051,-0.062,-0.095
'0:06.144',-0.126,-0.015,-0.033,-0.049,-0.06,-0.094
'0:06.145',-0.126,-0.015,-0.029,-0.044,-0.054,-0.088
'0:06.146',-0.133,-0.014,-0.022,-0.036,-0.044,-0.077
'0:06.147',-0.132,-0.013,-0.016,-0.027,-0.033,-0.063
'0:06.148',-0.127,-0.011,-0.01,-0.018,-0.021,-0.047
'0:06.149',-0.131,-0.011,-0.005,-0.011,-0.011,-0.032
'0:06.150',-0.136,-0.01,-0.001,-0.005,-0.002,-0.018
'0:06.151',-0.137,-0.01,0.002,-0.002,0.004,-0.007
'0:06.152',-0.137,-0.008,0.004,0,0.008,0
'0:06.153',-0.136,-0.006,0.004,0.001,0.009,0.005
'0:06.154',-0.138,-0.004,0.002,0.001,0.009,0.006
'0:06.155',-0.135,-0.003,0,-0.004,0.005,0.002
'0:06.156',-0.13,-0.003,-0.005,-0.01,-0.003,-0.006
'0:06.157',-0.13,-0.003,-0.009,-0.017,-0.014,-0.017
'0:06.158',-0.134,-0.003,-0.012,-0.025,-0.026,-0.032
'0:06.159',-0.133,-0.003,-0.015,-0.031,-0.036,-0.047
'0:06.160',-0.133,-0.001,-0.017,-0.036,-0.045,-0.061
'0:06.161',-0.131,-0.001,-0.019,-0.039,-0.051,-0.073
'0:06.162',-0.126,-0.003,-0.02,-0.041,-0.055,-0.08
'0:06.163',-0.127,-0.003,-0.021,-0.041,-0.056,-0.084
'0:06.164',-0.127,-0.004,-0.021,-0.039,-0.055,-0.083
'0:06.165',-0.127,-0.004,-0.019,-0.034,-0.05,-0.077
'0:06.166',-0.13,-0.004,-0.015,-0.03,-0.041,-0.066
'0:06.167',-0.129,-0.003,-0.01,-0.023,-0.031,-0.053
'0:06.168',-0.129,-0.003,-0.005,-0.016,-0.019,-0.037
'0:06.169',-0.13,-0.004,-0.001,-0.01,-0.008,-0.022
'0:06.170',-0.128,-0.005,0.002,-0.006,0.001,-0.008
'0:06.171',-0.13,-0.005,0.004,-0.003,0.008,0.003
'0:06.172',-0.133,-0.005,0.005,0,0.011,0.011
'0:06.173',-0.132,-0.003,0.005,0.001,0.011,0.013
'0:06.174',-0.137,-0.001,0.004,0,0.008,0.012
'0:06.175',-0.141,0,0.002,-0.004,0.002,0.006
'0:06.176',-0.138,0.001,-0.002,-0.01,-0.006,-0.005
'0:06.177',-0.136,0.003,-0.007,-0.017,-0.017,-0.017
'0:06.178',-0.141,0.004,-0.011,-0.025,-0.026,-0.032
'0:06.179',-0.142,0.008,-0.014,-0.03,-0.036,-0.047
'0:06.180',-0.145,0.01,-0.016,-0.035,-0.042,-0.061
'0:06.181',-0.146,0.011,-0.016,-0.037,-0.046,-0.071
'0:06.182',-0.149,0.012,-0.015,-0.037,-0.049,-0.077
'0:06.183',-0.152,0.013,-0.014,-0.037,-0.049,-0.08
'0:06.184',-0.152,0.013,-0.011,-0.035,-0.046,-0.078
'0:06.185',-0.152,0.014,-0.006,-0.031,-0.041,-0.072
'0:06.186',-0.151,0.015,-0.001,-0.025,-0.033,-0.062
'0:06.187',-0.147,0.017,0.006,-0.017,-0.022,-0.049
'0:06.188',-0.146,0.019,0.012,-0.01,-0.011,-0.032
'0:06.189',-0.151,0.019,0.016,-0.003,-0.001,-0.017
'0:06.190',-0.155,0.021,0.021,0.004,0.008,-0.002
'0:06.191',-0.15,0.024,0.024,0.008,0.016,0.01
'0:06.192',-0.141,0.028,0.026,0.012,0.021,0.019
'0:06.193',-0.137,0.033,0.028,0.014,0.024,0.023
'0:06.194',-0.142,0.037,0.027,0.014,0.023,0.022
'0:06.195',-0.141,0.041,0.026,0.012,0.018,0.016
'0:06.196',-0.134,0.043,0.022,0.006,0.009,0.006
'0:06.197',-0.133,0.046,0.018,0,0,-0.007
'0:06.198',-0.137,0.049,0.014,-0.007,-0.011,-0.022
'0:06.199',-0.133,0.052,0.011,-0.012,-0.02,-0.037
'0:06.200',-0.13,0.056,0.009,-0.017,-0.028,-0.051
'0:06.201',-0.13,0.056,0.006,-0.021,-0.034,-0.061
'0:06.202',-0.132,0.053,0.004,-0.024,-0.038,-0.069
'0:06.203',-0.131,0.049,0.002,-0.026,-0.039,-0.071
'0:06.204',-0.126,0.045,0.002,-0.026,-0.037,-0.07
'0:06.205',-0.125,0.04,0.006,-0.022,-0.031,-0.064
'0:06.206',-0.126,0.035,0.011,-0.016,-0.023,-0.052
'0:06.207',-0.126,0.029,0.016,-0.009,-0.012,-0.039
'0:06.208',-0.126,0.023,0.02,-0.001,-0.001,-0.023
'0:06.209',-0.128,0.017,0.023,0.005,0.009,-0.007
'0:06.210',-0.128,0.013,0.025,0.01,0.018,0.005
'0:06.211',-0.129,0.008,0.026,0.012,0.025,0.015
'0:06.212',-0.132,0.005,0.026,0.015,0.029,0.022
'0:06.213',-0.127,0.004,0.025,0.016,0.031,0.026
'0:06.214',-0.127,0.003,0.024,0.016,0.029,0.026
'0:06.215',-0.13,0.004,0.021,0.014,0.025,0.022
'0:06.216',-0.128,0.006,0.017,0.01,0.017,0.013
'0:06.217',-0.13,0.008,0.012,0.005,0.008,0.001
'0:06.218',-0.135,0.012,0.009,0,-0.002,-0.014
'0:06.219',-0.132,0.017,0.006,-0.005,-0.012,-0.029
'0:06.220',-0.13,0.022,0.005,-0.008,-0.019,-0.042
'0:06.221',-0.133,0.025,0.004,-0.011,-0.025,-0.052
'0:06.222',-0.135,0.026,0.003,-0.013,-0.028,-0.059
'0:06.223',-0.133,0.027,0.004,-0.015,-0.029,-0.063
'0:06.224',-0.134,0.028,0.005,-0.014,-0.028,-0.064
'0:06.225',-0.135,0.028,0.007,-0.011,-0.022,-0.061
'0:06.226',-0.141,0.029,0.012,-0.006,-0.015,-0.052
'0:06.227',-0.143,0.03,0.017,0.001,-0.004,-0.041
'0:06.228',-0.141,0.03,0.022,0.008,0.008,-0.026
'0:06.229',-0.14,0.029,0.026,0.015,0.018,-0.011
'0:06.230',-0.141,0.029,0.028,0.02,0.027,0.002
'0:06.231',-0.142,0.029,0.03,0.025,0.032,0.015
'0:06.232',-0.141,0.029,0.031,0.028,0.036,0.022
'0:06.233',-0.139,0.029,0.029,0.029,0.038,0.026
'0:06.234',-0.14,0.029,0.027,0.026,0.035,0.026
'0:06.235',-0.145,0.028,0.024,0.022,0.028,0.02
'0:06.236',-0.145,0.026,0.018,0.015,0.019,0.011
'0:06.237',-0.146,0.025,0.012,0.006,0.008,-0.004
'0:06.238',-0.146,0.026,0.006,-0.002,-0.004,-0.019
'0:06.239',-0.146,0.028,0.002,-0.009,-0.015,-0.034
'0:06.240',-0.15,0.03,-0.001,-0.014,-0.023,-0.048
'0:06.241',-0.151,0.032,-0.002,-0.017,-0.03,-0.059
'0:06.242',-0.15,0.032,-0.004,-0.021,-0.035,-0.066
'0:06.243',-0.152,0.031,-0.005,-0.023,-0.038,-0.069
'0:06.244',-0.153,0.031,-0.004,-0.021,-0.038,-0.068
'0:06.245',-0.15,0.029,-0.001,-0.017,-0.032,-0.061
'0:06.246',-0.146,0.029,0.005,-0.011,-0.025,-0.05
'0:06.247',-0.139,0.029,0.011,-0.003,-0.013,-0.036
'0:06.248',-0.136,0.028,0.016,0.005,-0.001,-0.021
'0:06.249',-0.138,0.026,0.021,0.012,0.008,-0.007
'0:06.250',-0.138,0.024,0.022,0.017,0.016,0.006
'0:06.251',-0.136,0.024,0.024,0.02,0.021,0.014
'0:06.252',-0.137,0.024,0.023,0.022,0.024,0.02
'0:06.253',-0.141,0.024,0.022,0.023,0.024,0.021
'0:06.254',-0.146,0.024,0.02,0.022,0.021,0.02
'0:06.255',-0.145,0.023,0.016,0.018,0.015,0.014
'0:06.256',-0.139,0.024,0.011,0.012,0.007,0.005
'0:06.257',-0.141,0.024,0.006,0.006,-0.004,-0.01
'0:06.258',-0.147,0.026,0.002,-0.001,-0.016,-0.024
'0:06.259',-0.143,0.027,-0.001,-0.006,-0.025,-0.038
'0:06.260',-0.138,0.03,-0.002,-0.011,-0.033,-0.052
'0:06.261',-0.138,0.03,-0.004,-0.014,-0.038,-0.063
'0:06.262',-0.138,0.029,-0.005,-0.017,-0.042,-0.071
'0:06.263',-0.14,0.026,-0.006,-0.019,-0.043,-0.074
'0:06.264',-0.139,0.024,-0.006,-0.02,-0.042,-0.074
'0:06.265',-0.143,0.022,-0.003,-0.017,-0.036,-0.069
'0:06.266',-0.151,0.022,0.002,-0.011,-0.028,-0.06
'0:06.267',-0.155,0.022,0.007,-0.004,-0.019,-0.047
'0:06.268',-0.155,0.021,0.013,0.005,-0.008,-0.032
'0:06.269',-0.155,0.021,0.017,0.011,0.002,-0.017
'0:06.270',-0.155,0.018,0.021,0.017,0.01,-0.004
'0:06.271',-0.152,0.017,0.022,0.02,0.016,0.007
'0:06.272',-0.147,0.017,0.025,0.023,0.021,0.016
'0:06.273',-0.145,0.019,0.024,0.023,0.022,0.02
'0:06.274',-0.146,0.02,0.022,0.02,0.021,0.02
'0:06.275',-0.141,0.021,0.019,0.016,0.016,0.015
'0:06.276',-0.136,0.022,0.015,0.01,0.007,0.005
'0:06.277',-0.136,0.022,0.01,0.002,-0.004,-0.01
'0:06.278',-0.136,0.022,0.006,-0.005,-0.017,-0.025
'0:06.279',-0.129,0.024,0.003,-0.011,-0.028,-0.04
'0:06.280',-0.126,0.023,0.001,-0.016,-0.037,-0.052
'0:06.281',-0.13,0.021,-0.001,-0.018,-0.044,-0.062
'0:06.282',-0.13,0.018,-0.004,-0.019,-0.046,-0.068
'0:06.283',-0.123,0.015,-0.005,-0.019,-0.046,-0.069
'0:06.284',-0.113,0.01,-0.005,-0.019,-0.042,-0.067
'0:06.285',-0.103,0.007,-0.003,-0.016,-0.035,-0.059
'0:06.286',-0.104,0.004,0.001,-0.01,-0.026,-0.049
'0:06.287',-0.104,0.003,0.004,-0.004,-0.016,-0.034
'0:06.288',-0.1,0,0.007,0.003,-0.005,-0.019
'0:06.289',-0.1,-0.003,0.01,0.009,0.006,-0.003
'0:06.290',-0.1,-0.005,0.011,0.014,0.012,0.01
'0:06.291',-0.101,-0.006,0.012,0.017,0.018,0.02
'0:06.292',-0.105,-0.006,0.012,0.019,0.021,0.026
'0:06.293',-0.102,-0.003,0.012,0.021,0.022,0.028
'0:06.294',-0.101,-0.001,0.012,0.019,0.019,0.026
'0:06.295',-0.103,0.002,0.01,0.016,0.015,0.021
'0:06.296',-0.105,0.003,0.005,0.011,0.007,0.011
'0:06.297',-0.108,0.004,0.001,0.004,-0.002,-0.002
'0:06.298',-0.112,0.005,-0.002,-0.002,-0.012,-0.016
'0:06.299',-0.111,0.008,-0.004,-0.006,-0.021,-0.03
'0:06.300',-0.11,0.01,-0.005,-0.01,-0.028,-0.041
'0:06.301',-0.107,0.012,-0.005,-0.011,-0.032,-0.049
'0:06.302',-0.103,0.011,-0.006,-0.013,-0.036,-0.055
'0:06.303',-0.105,0.01,-0.006,-0.014,-0.036,-0.056
'0:06.304',-0.105,0.008,-0.005,-0.012,-0.035,-0.055
'0:06.305',-0.108,0.006,-0.003,-0.01,-0.03,-0.05
'0:06.306',-0.116,0.006,0.001,-0.005,-0.022,-0.041
'0:06.307',-0.122,0.006,0.006,0.002,-0.012,-0.029
'0:06.308',-0.121,0.007,0.012,0.008,-0.002,-0.016
'0:06.309',-0.121,0.008,0.016,0.015,0.007,-0.002
'0:06.310',-0.12,0.008,0.02,0.02,0.015,0.01
'0:06.311',-0.12,0.008,0.021,0.024,0.021,0.02
'0:06.312',-0.119,0.009,0.023,0.027,0.025,0.027
'0:06.313',-0.116,0.01,0.023,0.028,0.025,0.031
'0:06.314',-0.115,0.01,0.021,0.025,0.022,0.03
'0:06.315',-0.111,0.008,0.016,0.019,0.017,0.024
'0:06.316',-0.106,0.004,0.009,0.01,0.008,0.015
'0:06.317',-0.103,0,0.001,0,-0.004,0.001
'0:06.318',-0.101,-0.003,-0.006,-0.008,-0.016,-0.014
'0:06.319',-0.102,-0.003,-0.011,-0.016,-0.028,-0.029
'0:06.320',-0.107,-0.003,-0.015,-0.021,-0.036,-0.044
'0:06.321',-0.116,-0.001,-0.016,-0.024,-0.042,-0.054
'0:06.322',-0.123,0,-0.017,-0.025,-0.046,-0.063
'0:06.323',-0.128,0.001,-0.016,-0.025,-0.046,-0.067
'0:06.324',-0.13,0.002,-0.012,-0.022,-0.044,-0.066
'0:06.325',-0.128,0.003,-0.008,-0.017,-0.038,-0.061
'0:06.326',-0.129,0.004,-0.002,-0.011,-0.03,-0.052
'0:06.327',-0.127,0.006,0.005,-0.003,-0.021,-0.04
'0:06.328',-0.127,0.006,0.01,0.004,-0.011,-0.026
'0:06.329',-0.128,0.004,0.013,0.01,-0.002,-0.013
'0:06.330',-0.132,0.003,0.015,0.012,0.004,-0.001
'0:06.331',-0.139,0.003,0.016,0.016,0.009,0.007
'0:06.332',-0.143,0.004,0.017,0.017,0.011,0.012
'0:06.333',-0.146,0.007,0.018,0.016,0.011,0.014
'0:06.334',-0.152,0.009,0.017,0.016,0.009,0.011
'0:06.335',-0.157,0.011,0.015,0.011,0.002,0.005
'0:06.336',-0.159,0.013,0.01,0.005,-0.006,-0.007
'0:06.337',-0.162,0.014,0.006,-0.002,-0.018,-0.021
'0:06.338',-0.166,0.016,0.002,-0.008,-0.028,-0.036
'0:06.339',-0.164,0.019,0,-0.014,-0.038,-0.052
'0:06.340',-0.159,0.021,-0.002,-0.018,-0.045,-0.064
'0:06.341',-0.156,0.022,-0.004,-0.021,-0.051,-0.073
'0:06.342',-0.152,0.021,-0.006,-0.023,-0.053,-0.079
'0:06.343',-0.152,0.02,-0.007,-0.025,-0.054,-0.08
'0:06.344',-0.147,0.019,-0.007,-0.024,-0.052,-0.076
'0:06.345',-0.146,0.018,-0.006,-0.021,-0.046,-0.069
'0:06.346',-0.147,0.018,-0.003,-0.016,-0.038,-0.058
'0:06.347',-0.15,0.019,0.001,-0.01,-0.028,-0.043
'0:06.348',-0.15,0.019,0.005,-0.002,-0.018,-0.027
'0:06.349',-0.152,0.021,0.008,0.004,-0.007,-0.01
'0:06.350',-0.151,0.022,0.011,0.01,0.002,0.004
'0:06.351',-0.155,0.024,0.013,0.012,0.008,0.014
